,input,output
11079,(s(r→p))⊢(s∧(r∨s)),t(s→p)(t∨p)(q∧(q∨p))
11080,(s(t→q))⊢((t→q)∨r),t(s→r)(t∨()→∨))((∨→))∨)
11081,(q((r∨r)∧t))⊢(r∨r),q((q∨p)∧p)((∨∨)
11082,(((q→t)∧r)p)⊢(p∨p),((t→t)∧t)s((∨∨)))
11083,((s∧r)p)⊢(p∨p),(s∧s)q((∨∨))
11084,(((q∧p)→r)(¬r))⊢(((q∧p)→r)→(¬r)),((s∧s)∧q)(¬q)(((s∧q)∧q)→(¬s))
11085,((r∧(r→q))s)⊢(s∧(s∨q)),(r∧(p→s))s(s∨r)(s∧(t∨s))
11086,(t(q→t))⊢(t∧(q→t)),t(t→s)(q∧(r→s))
11087,(q(q∧(p∨q)))⊢(q→(r∨q)),p(r∧(p∨s))(s∨p)(r→(t∨p))
11088,((t∨(t→s))p)⊢(s∨(p∨q)),(t∨(p→q))s(t∨s)(t∨(q∨s))
11089,((q∨r)((t∨q)→r))⊢((q∨r)→((t∨q)→r)),(q∨p)((p→t)→s)((s∨r)∧((p∨s)→s))
11090,((s∨(p∧p))t)⊢((t∨r)∨q),(s∨(p∧p))s(t∨s)((q∨q)∨s)
11091,(((p∨r)∧s)q)⊢(t∨s),((q∨p)∧t)s((∨∨))
11092,(((s∧p)→q)(q∨s))⊢(((s∧p)→q)∧(q∨s)),((s∧p)→q)(q∨p)(((s∧p)∧s)∧(s∨s))
11093,((¬q)(¬s))⊢((¬s)∧((¬s)∨s)),(¬s)(¬p)((¬s)∨p)((¬p)∧((¬p)∨s))
11094,(p(q→t))⊢(p∨p),q(t→s)(q∨()→))(∨)
11095,((q∧r)t)⊢((q∧r)∧((q∧r)∨s)),(r∧q)q((p∧s)∨t)((s∧p)∧((s∧q)∨t))
11096,(r(r∧t))⊢((r∧t)∨s),p(s∧t)((∨(t∧∨))((∧)∨)
11097,((r∨s)p)⊢(t∨(r∨s)),(t∨p)p(p∨()(t∨((∨∨))
11098,((¬q)(s∧t))⊢(t∨t),(¬p)(p∧p)q(s∨s)
11099,(p(p→s))⊢(p∨s),q(t→s)(q∨()→))(∨)
11100,((s∨p)(s∧r))⊢(r∨(s∧r)),(q∨s)(p∧p)((∨(p∧∧))(∨(∧))
11101,((t∧s)p)⊢p,(s∧q)q(
11102,((p∧(¬r))s)⊢((p∧(¬r))∧s),(s∧(¬q))s(((∧(¬¬)))∧))
11103,((s→(q∧q))((q∧t)∧t))⊢(p∨(q∧t)),(r→(p∧q))((p∧s)∧s)(t∧p)((∨(p)∨))
11104,(((q→t)∨s)t)⊢(t∧(t∨q)),((t→t)∨s)s(s∨s)(t∧(t∨t))
11105,((¬t)(¬r))⊢((¬r)∨t),(¬s)(¬p)((¬()∨))((¬)∨)
11106,((s∨r)(q∧(¬q)))⊢((¬q)∨r),(s∨s)(s∧(¬q))((s)((∨)))
11107,((p→(¬r))(s∧q))⊢((s∧q)→s),(q∨(¬q))(q∧q)q((p∧p)→q)
11108,(r(t∨(t∨s)))⊢(r∧(q∨r)),r(s∨(t→q))(t∨r)(s∧(t∨p))
11109,(q(s∧(p∨t)))⊢(q∧(q∨q)),p(r∧(p∨s))(s∨r)(s∧(s∨t))
11110,(((s→p)∧p)(p∧r))⊢((p∧r)∨t),((p→t)∧q)(s∧q)(((∧∧q)∨))∧
11111,((q∧r)q)⊢((q∧r)∧(q∨t)),(r∧p)p(p∨p)((t∧q)→(t∨r))
11112,(((q∨t)∨p)r)⊢r,((q∨p)∨s)s(((t→t)∨r)∧s)s
11113,((r→(q→s))q)⊢(q∨p),(t→(p→s))s((∨→)(→∨))
11114,((s∧p)q)⊢q,(t∧q)q(
11115,((t∧s)(¬p))⊢(r∨(t∧s)),(s∧q)(¬p)((∨((∧∧)))(
11116,((¬t)(q→t))⊢(r∨(q→t)),(¬p)(p→s)((∨()→)))(∨((→→))
11117,((p→q)(p→q))⊢(t∨(p→q)),(q→s)(p→p)((∨→s→∨))(p∨(t→p))
11118,(((s∨p)∨s)(r∨q))⊢((r∨q)∨s),((q∨p)∨q)(p→s)(((∨∨)∨∨))(()∨)))
11119,((s∧t)(q∨(r∧s)))⊢(p∨(s∧t)),(s∧p)(s→(r∧s))((∨((∧∧)))
11120,(q((p∧r)∨q))⊢(r∨((p∧r)∨q)),p((p∧t)∨s)(s∨(((∧t)∨q))(∨((∧)))
11121,((p∧s)(r→t))⊢(t∨p),(q∧q)(s→p)q(t∨p)
11122,((p→s)p)⊢(p→s),(s→s)s((t→r)∧s)(t→p)
11123,((s∧r)p)⊢(p∨q),(s∧s)q((∨∨))
11124,(q((s∧r)→r))⊢(r∨q),q((s∧t)→s)(s∨()(∧∨))
11125,((¬q)(t∧p))⊢((¬q)→(t∧p)),(¬p)(p∧t)((¬p)→(r∧p))
11126,(p(q→(¬q)))⊢(s∨p),q(s→(¬q))(r∨()((¬)
11127,((s∨q)(r→r))⊢(p∨(s∨q)),(q∨s)(p→p)((∨(p)∨))(p∨(p∨p))
11128,(r(¬t))⊢((¬t)→(r∨t)),((¬s)(t∨s)((¬q)∧(r∨p))
11129,(q(q∨t))⊢(r∨(r∨(q∨t))),t(q∨s)(t∨(r∨s))(q∨(s∨(t∨s)))
11130,((p→p)(r∨s))⊢((r∨s)→(q∨(r∨s))),(q→r)(p∨s)(t∨(s∨s))((t∨s)∧(t∨(t∨s)))
11131,((p∧p)(q∧q))⊢((p∧p)∧(q∧q)),(q∧q)(p∧q)((t∧p)∧(r∧p))
11132,(t(r∨(q∧q)))⊢(r∨(q∧q)),q(s∨(r∧p))(r∧(q∨(q∧p)))(r∨(r∧p))
11133,(s(t∧(s∨s)))⊢s,p(r∧(p∨s))(q∧(s∧(q∨s)))s
11134,((r∨(t∨p))s)⊢(s∨p),(t∨(p∨s))s((∨∨)(∨∨)
11135,(((t∨s)∧s)q)⊢(q∧(r∨q)),((q∨t)∧t)s(t∨q)(q∧(q∨p))
11136,((s∨s)(¬t))⊢((¬t)∨s),(s∨q)(¬p)((¬())∨))((¬))∨)
11137,(t(p→p))⊢(p→p),q(r→p)(r∧(r→s))(r→p)
11138,((t∨t)(r∨t))⊢((t∨t)→(s∨(t∨t))),(q∨r)(p∨s)(t∨(s∨s))((t∨s)∧(p∨(p∨s)))
11139,((t∧t)(r∧s))⊢((r∧s)∨r),(q∧q)(s∧s)((∨∧p)∨))((∧)∨)
11140,(p(r∧(t∨t)))⊢(t∨t),r(r∧(p∨s))((∨∨))
11141,((t→t)(s→t))⊢(q∨(t→t)),(q→s)(p→p)((∨→s→∨))(p∨(t→p))
11142,(r(t→s))⊢(r∧(q∨r)),t(s→p)(t∨p)(q∧(t∨p))
11143,((t→t)t)⊢(t→(p∨t)),(t→s)p(p∨p)(q→(q∨q))
11144,(r(p∧s))⊢(r→p),q(r∧q)q(q→r)
11145,((s∧s)((p→s)→s))⊢(s∨(s∧s)),(q∧p)((p→t)→s)((∨((∧∧)))
11146,(t((t∧t)→p))⊢(((t∧t)→p)∨r),p((s∧p)→s)((∨(((∧()∧p))()(r))
11147,((¬s)(q∧p))⊢((¬s)→(t∨(¬s))),(¬p)(s∧s)(t∨(¬p))((¬p)∧(p∨(¬s)))
11148,(((¬r)→t)p)⊢(p∨((¬r)→t)),((¬r)∨q)s((∨¬()∨))(¬)(∨((¬)∨))
11149,((s∨(p∧p))t)⊢(p∨(s∨(p∧p))),(s∨(p∧p))s((∨((r∧p)))))(∨(∨(∧)))
11150,((t→r)(p→r))⊢((t→r)→(p→r)),(q→s)(p→p)((t→p)→(s→s))
11151,(r((t∧r)→s))⊢(q∨r),q((s∧t)→s)(s∨()(∧∨))
11152,((p→(q∨t))(r∧(s→r)))⊢((p→(q∨t))∨p),(s∨(p→q))(r→(r→s))((∨→(s(s))∨))((→(→)))
11153,(p(r∨(t∨t)))⊢(p→(p∨t)),r(t∨(t∨s))(t∨r)(r→(t∨p))
11154,((q→r)(p→r))⊢(((q→r)∨q)∨r),(q→s)(s→p)((s→p)∨p)(((t→p)∨t)∨t)
11155,((q∨(s∨r))t)⊢(t∧(p∨t)),(t∨(p∨s))s(p∨s)(s∧(p∨p))
11156,((r→p)p)⊢(r∨(r→p)),(q→s)p((∨→))∨))(∨(→))
11157,(r((¬s)∨s))⊢(t∨((¬s)∨s)),q((¬s)∨s)(q∨((¬∨)∨∨))(∨((¬)∨))
11158,((s→(t∨s))(q∨q))⊢(q∨(q∨q)),(s→(p→q))(p∨s)((∨(p∨∨))(∨(()
11159,((¬t)(t∧(t∨s)))⊢(p∨(¬t)),(¬s)(s∧(r→s))((∨(¬¬))
11160,(((r→r)∧q)s)⊢(s∨t),((t→t)∧t)s((∨∨)))
11161,(t(p∧(p∨p)))⊢(q∨(p∧(p∨p))),p(t∧(p∨s))(r∨()((∨(s∧()∨)))
11162,(t(s→q))⊢((s→q)∨p),t(s→r)((∨()→())((∨→))∨)
11163,((t→(r∨r))q)⊢(q→(p∨q)),(t→(p∨s))s((∨s)(∨→()∨s))
11164,(((s→p)→p)((¬t)∨p))⊢(q∨((s→p)→p)),((s→q)∨q)((¬t)∨s)((∨((¬∨)))))((∨((())))∨))
11165,((r∨p)s)⊢(s∨t),(s∨p)p((∨∨))))
11166,(t(q∧q))⊢t,q(s∧q)(
11167,((p∨r)s)⊢(s∨p),(s∨p)s((∨∨))))
11168,(((t→t)∧s)q)⊢(p∨((t→t)∧s)),((t→t)∧p)s((∨t)(r∨)(∧)))∧))
11169,(t(r∧(r→t)))⊢(q∨t),q(r∧(p→p))((∨∨))
11170,((t→s)(t∧s))⊢((t→s)→s),(s→s)(s∧s)t((t→t)→q)
11171,(((q→q)→t)r)⊢(t∨r),((t→t)→q)s((∨r)()→)
11172,((r∨t)((¬r)→q))⊢(((¬r)→q)∨r),(s∨q)((¬r)→s)((∨(()∨))(()→()→)∨)
11173,((q→p)((p∧p)∨r))⊢(q→p),(q→p)((p→t)→t)((r→p)∧((q→s)→p))(s→s)
11174,((q∧p)q)⊢(p∨r),(s∧s)q((∨∨))
11175,(p(p∧(¬t)))⊢((p∧(¬t))→p),r(s∧(¬s))q(((∧(¬∧))→s)
11176,((q∧s)(r∧s))⊢((q∧s)→q),(r∧q)(s∧t)q((p∧q)→q)
11177,((p∨s)(q∧s))⊢((q∧s)∨r),(q∨s)(p∧s)((∨∨p)∨))((∧)∨)
11178,((¬t)q)⊢((¬t)∨t),(¬p)p((¬p)∨r)¬)
11179,((s∧(t→s))s)⊢(r∨s),(r∧(p→q))s((∨∨))
11180,((s∨(p∧p))(t→s))⊢((t→s)→((t→s)∨s)),(s∨(p→q))(p∧s)((s∧p)∨s)((s∧r)→((p∧p)∨s))
11181,((r∨t)(¬r))⊢((r∨t)∨q),(s∨q)(¬p)((∨∨p)∨))(()∨()∨p)
11182,((¬q)(¬p))⊢(t∨(¬q)),(¬s)(¬p)((¬(¬∨))(∨(¬))
11183,(t(r∧p))⊢((r∧p)→p),p(s∧t)t((t∧t)→p)
11184,(p(r∧t))⊢((r∧t)∨s),p(s∧t)((∨(t∧∨))((∧)∨)
11185,((q∨(¬s))q)⊢q,(s∨(¬q))s((s∨(¬q))∧s)s
11186,(t(r∧t))⊢(t∧(t∨r)),t(s∧p)(t∨p)(q∧(p∨p))
11187,((r→(t∨p))s)⊢(s→(r∨s)),(t→(p∨s))s((∨s)(∨→()∨s))
11188,(p((q→t)∧q))⊢(p→(s∨p)),q((s→p)∧p)(q∨p)(q→(q∨q))
11189,(q(t∧r))⊢((r∨q)∨t),t(s∧p)(t∨p)((p∨q)∨q)
11190,((r→r)(t∧s))⊢(t∨r),(s→s)(s∧p)q(t∨s)
11191,(r(s∨(t∨r)))⊢(q∨r),r(s∨(t∨s))(r∨()∨(∨)
11192,(s(q∧p))⊢((q∧p)∧(r∨(q∧p))),p(s∧p)(p∨(t∧s))((t∧q)∧(r∨(t∧q)))
11193,((p→p)((t→s)∨t))⊢(p∨(p→p)),(q→p)((s→t)∨s)((∨(p→→))))
11194,(s(q→q))⊢((q→q)∧((q→q)∨s)),t(s→s)((p→p)∨r)((s→p)∧((s→s)∨t))
11195,((t→s)(t∧s))⊢((t→s)∨r),(s→s)(s∧s)((t→s)∨))((→)∨)
11196,((¬q)(¬p))⊢((¬p)∨s),(¬s)(¬p)((¬()∨))((¬)∨)
11197,((p→p)(q∧r))⊢((r∨(p→p))∨t),(s→s)(s∧p)(t∨(p∧p))((p∨(t∧p))∨q)
11198,((t→r)(¬t))⊢((¬t)∨s),(s→q)(¬p)((¬())∨))((¬)∨
11199,((t∧t)((r∨t)→p))⊢((t∧t)→((r∨t)→p)),(q∧p)((p→t)→t)((s∧r)∧((p→s)→s))
11200,((q∨(p→q))(s→q))⊢(s→q),(s∨(p→q))(p→s)((s∨(t→q))∧(q→q))(s→p)
11201,(((p∧q)∨s)t)⊢(t∧(r∨t)),((s∧p)∨s)s(s∨s)(s∧(t∨t))
11202,(p(t∨s))⊢(r∨(t∨s)),t(s∨r)(t∨()(t∨((∨∨))
11203,(t((s→q)∨r))⊢(t∧(t∨s)),p((q→t)∨s)(s∨t)(s∧(t∨p))
11204,(r((¬q)→p))⊢(q∨r),q((¬r)→t)(s∨()())
11205,(p(r→(r∧p)))⊢((r→(r∧p))∨q),q(r→(p∧p))(r∧((((r∧))))((∨(∧)
11206,((t→(r→p))r)⊢(r∨t),(t→(p→s))s((∨→)(→∨))
11207,(r((s∧q)∧t))⊢t,q((s∧p)∧p)(p∧q)s
11208,((q∨q)s)⊢(p∨s),(s∨p)p((∨∨))))
11209,((¬r)p)⊢((¬r)→((¬r)∧p)),(¬p)p((¬s)∨t)((¬p)∧((¬p)∨s))
11210,((s∧q)(r∧s))⊢((r∧s)∨p),(q∧q)(s∧s)((∨∧p)∨))((∧)∨)
11211,(((t→q)∨p)q)⊢(((t→q)∨p)∧q),((t→t)∨s)s(((t→t)∨t)∧s)
11212,((r∧q)((t∧s)∨t))⊢(q∨(r∧q)),(q∧p)((p→t)∨s)((∨((∧∧)))
11213,((q∧p)(p∨r))⊢(r∨(p∨r)),(q∧p)(p∨p)((∨(p)∨))(∨(∨))
11214,((p∨t)q)⊢(((p∨t)∨t)∨s),(t∨p)p((p∨s)∨t)(((t∨t)∨s)∨s)
11215,((¬p)((q∨q)∨t))⊢((¬p)∧((¬p)∨r)),(¬p)((s→t)∧p)((¬p)∨s)((¬p)→((¬p)∨r))
11216,(((q→q)∧p)(t→s))⊢(t∨(t→s)),((q→t)∧q)(p→q)((∨(((→∨)))
11217,((p∨(¬r))p)⊢(r∨(r∨p)),(q∨(¬q))s(s∨t)(t∨(q∨q))
11218,((r∨r)(¬p))⊢((¬p)∨q),(s∨q)(¬p)((¬())∨))((¬))∨)
11219,(s(p∧s))⊢(s∧(s∨r)),t(s∧p)(t∨p)(q∧(p∨p))
11220,((s∧t)(t→(r∨r)))⊢((s∧t)∨s),(s∧p)(s→(r∨p))((∨∧∧)∨∨))
11221,((¬p)(q∧(r∨q)))⊢(r∨(¬p)),(¬s)(s∧(r→s))((∨(¬∨))
11222,((s→q)(¬t))⊢((¬t)∧(r∨(¬t))),(s→q)(¬p)(t∨(¬p))((¬p)∧(q∨(¬s)))
11223,(p(p→(q∧r)))⊢(p∨s),q(r→(q∧p))(r∨()∨)
11224,((q∨r)(r→t))⊢((q∨r)∧((q∨r)∨q)),(q∨r)(s∨p)((p∨p)∨s)((s∨p)∧((p∨r)∨s))
11225,((¬r)((r∧r)∧p))⊢((¬r)∨s),(¬p)((s→r)∧s)((¬()∨()))
11226,((q→r)(s→s))⊢(q∨(q→r)),(q→s)(p→p)((∨→s→∨))(p∨(t→p))
11227,((t∧t)(r∧s))⊢((r∧s)→t),(r∧q)(s∧t)q((p∧q)→q)
11228,((r→(p∨p))p)⊢((r→(p∨p))→p),(t→(p∨s))s((t→(p∨p))→s)
11229,((s∧s)(r→t))⊢((r→t)∨q),(q∧p)(p→p)((∨→p)∨))((→)∨)
11230,((q→s)(t∧p))⊢((t∧p)∨s),(s→s)(s∧s)((∨∧s)∨))((∧)∨)
11231,((s∧t)s)⊢((s∧t)∨s),(s∧s)q((t∧p)∨r)(()∨
11232,(t(r→q))⊢(t∨p),q(t→s)(q∨()→))(∨)
11233,((t∨(s∨r))r)⊢(r∨(t∨(s∨r))),(t∨(p∨s))s((∨∨(∨∨∨))∨))(∨()∨(∨)))
11234,(q(s→p))⊢(q∧(p∨q)),t(s→p)(t∨p)(q∧(q∨p))
11235,(((r∧q)→r)p)⊢(p∨q),((s∧p)→p)s((∨r)()∨)
11236,(((p→r)∨p)(p∧p))⊢((p∧p)∨q),((p→t)∧q)(s∧p)(((∧∧q)∨))∧
11237,((t∨q)(p→s))⊢(p→s),(q∨p)(p→p)((s∨p)∧(p→p))(r→p)
11238,((t∧p)((r→s)→r))⊢((r→s)→r),(q∧p)((p→t)→t)(((r∧r)∧p)
11239,((p→p)s)⊢((p→p)→s),(s→s)s((t→p)→s)
11240,(((r∧s)∨t)q)⊢(q∧(t∨q)),((s∧p)∨s)s(s∨s)(s∧(t∨t))
11241,(r(s→(q→s)))⊢(r→(s→(q→s))),q(r→(p→p))(p→(r→(r→p)))
11242,((¬t)(s∨r))⊢(r∨(s∨r)),(¬p)(s∨s)((∨(¬∨)))(∨((∨∨))
11243,((p→(q∨q))(p∨(s∨q)))⊢((p→(q∨q))∧(p∨(s∨q))),(s∨(p→q))(q→(r→s))((s→(p∧p))∧(t∨(s→s)))
11244,(((q→q)→t)r)⊢(r∨p),((t→t)→q)s((∨r)()→)
11245,(r((q→r)∧t))⊢(r∨r),q((q→p)∧p)((∨∨)(
11246,(q((q→t)∨s))⊢(t∨((q→t)∨s)),p((p→p)∨s)(s∨((s→∨)∨p))(∨(()∨))
11247,((r∨(q→q))(p∧s))⊢(s∨s),(s∨(p∨q))(q∧p)q(s∨s)
11248,(p(r∧p))⊢(p→(r∧p)),p(s∧t)(q→(r∧p))
11249,((t∧r)p)⊢(p→r),(r∧q)qt(t→q)
11250,((q∨p)(r∧p))⊢(((r∧p)∨p)∨s),(q∨s)(p∧p)((s∧p)∨p)(((t→p)∨p)∨q)
11251,((s→(p→t))(s∧s))⊢(q∨(s∧s)),(s→(p→q))(p∧q)((∨((∧∧)))
11252,(t(s∧r))⊢r,q(r∧q)(
11253,((p∧t)r)⊢(r→(s∨r)),(s∧s)p(p∨p)(q→(q∨q))
11254,(((¬r)∨r)s)⊢(r∨s),((¬r)∨q)s((∨¬)(∨∨))
11255,(s((t→s)∧p))⊢(r∨s),q((q→p)∧p)((∨∨)(
11256,(t((s→r)∨t))⊢(r∨((s→r)∨t)),p((p→p)∨s)(s∨((s→∨)∨p))(∨((→)∨))
11257,(t(p∨t))⊢(p∨((p∨t)∨p)),p(t∨s)((p∨r)∨s)(s∨((t∨q)∨s))
11258,(((s→t)∨q)p)⊢(p→(t∨p)),((t→t)∨s)s(t∨s)(t→(t∨t))
11259,(((q∧p)→s)((¬s)∧q))⊢(((q∧p)→s)→((¬s)∧q)),((s∧s)→q)((¬t)∧s)(((s∧q)∧q)→((¬q)∧t))
11260,(((t→r)∧r)q)⊢(q∨p),((t→t)∧t)s((∨∨)))
11261,((q∨p)(q→s))⊢((q∨p)∨q),(q∨s)(p→p)((∨∨p)∨))((r∨p)∨p)
11262,((t∨p)(t→t))⊢((t→t)∨r),(q∨s)(p→p)((∨(p)∨))((r→p)∨t)
11263,((t→s)(p∧q))⊢((t→s)∧(p∨(t→s))),(q→r)(s→p)(t∨(s→p))((t→p)∧(s∨(t→t)))
11264,((p→q)(s∧p))⊢(s∧p),(s→s)(s∧p)((s→s)∧(t∧p))(s∧p)
11265,((s∧p)(s→p))⊢(q∨(s→p)),(q∧p)(p→p)((∨(s)∨))(∨(→))
11266,(q((s∨s)→q))⊢(t∨(q∨r)),q((q∨p)→s)(s∨p)(t∨(s∨s))
11267,(r(s→(p∨q)))⊢(p∨r),r(t→(p∨s))(r∨()(∨)
11268,((r∧s)(¬p))⊢((¬p)→r),(p∧q)(¬p)p((¬p)→p)
11269,((¬q)(r→q))⊢((¬q)∨p),(¬s)(s→p)((¬()∨∨))((¬
11270,((t→s)q)⊢(q∨p),(s→s)s((∨→))∨))
11271,((r→(¬q))q)⊢((q∨s)∨t),(s→(¬q))s(s∨s)((q∨t)∨q)
11272,((q∨(p→q))(s→q))⊢((s→q)∨s),(s∨(p∨q))(p→s)((s∨()∨p)()∨)
11273,(s(s→s))⊢((s→s)∨q),t(s→r)(t∨()→∨))((∨→))∨)
11274,(q((p∧t)∧r))⊢((t∨q)∨p),q((s∧p)∧p)(s∨p)((q∨p)∨t)
11275,(p(p∧(¬t)))⊢((p∧(¬t))∨t),r(s∧(¬s))((∧∧((()))q)
11276,((q→(t∧r))r)⊢((q→(t∧r))→((q→(t∧r))∧r)),(r→(p∧s))s((s∨(r∧s))∧s)((s∧(r∧p))∧((t∨(s∧p))∧s))
11277,(p(r∧(p→q)))⊢((r∧(p→q))→(p→(r∧(p→q)))),q(r∧(p∧p))(p∧(r∧(r∨r)))((r∧(r∧p))∧(q∨(s∧(s∧s))))
11278,((q→(s∨s))q)⊢(s∨(s∨s)),(t→(p∨s))s(s∨s)(t∨(p∨s))
11279,(((p→r)∨p)(p∧p))⊢(((p→r)∨p)∨s),((s→t)∨q)(t∧p)((s∧q)∨s)(((s∧p)∨s)∨t)
11280,((¬p)q)⊢(t∨(r∨q)),(¬p)p(s∨p)(t∨(r∨q))
11281,(q(r→p))⊢(r∨(r→p)),t(s→r)(t∨(s→p))(∨(→))
11282,(((t∧r)→q)(r→(s→p)))⊢(r∨(r→(s→p))),((s∧p)∨q)(q→(t→s))((∨((r→s))∨))(t∨(s→())r)))
11283,(r(r∧q))⊢((r∧q)∨q),p(s∧t)((∨()∧∨))((∧)∨)
11284,(s(r∨r))⊢(t∨(s∨s)),q(s∨r)(t∨()(t∨((∨∨))
11285,(s(q∧p))⊢(r∨p),q(s∧p)((∨∨))
11286,(((p∧t)→q)r)⊢(((p∧t)→q)∧(((p∧t)→q)∨t)),((s∧p)→q)r(((s∧t)∧t)→t)(((s∧r)∨q)→(((q∧p)∨p)→p))
11287,(r(t∨r))⊢(r→(t∨r)),t(s∨r)(t∨p)(r→(q∨p))
11288,((t∨s)s)⊢(t∨(t∨s)),(t∨p)p(p∨()(t∨((∨∨))
11289,((r∧s)s)⊢(s→(s∨p)),(s∧s)p(p∨p)(q→(q∨q))
11290,((q∧(t→t))q)⊢((q∧(t→t))∧(t→t)),(r∧(p∧q))s(t→r)((s∧(t→s))→(t→s))
11291,(s((q∧s)→s))⊢s,q((p∧p)→s)(q∧((s∧q)→p))s
11292,(r(r∨(s∧t)))⊢(r→(t∨r)),r(r∨(r∧p))(p∨p)(r→(q∨q))
11293,((q→p)(s∧r))⊢(q→p),(s→s)(p∧p)((s→s)∧(t∧p))(s→p)
11294,((q∨p)t)⊢(q∨(q∨p)),(t∨p)p(p∨()(t∨((∨∨))
11295,(((¬q)∨s)p)⊢(p∨s),((¬r)∨q)s((∨¬)(∨∨))
11296,((s∧(¬q))t)⊢(t∨t),(s∧(¬q))s((∨∨)
11297,(((p→r)∧q)(r∧p))⊢((q∨(r∧p))∨s),((s→t)∧q)(t∧q)((∨((∧)))((()()))∨)
11298,(((¬p)∨t)(s∧q))⊢(t∨((¬p)∨t)),((¬r)∨q)(t∧s)(((¬q)∨))(q)(())
11299,((¬s)(p∨p))⊢(((¬s)∨q)∨r),(¬p)(s→p)((¬p)∨p)(((¬p)∨r)∨p)
11300,((q∨s)t)⊢(q∨(t∨s)),(t∨p)p(p∨()(t∨((∨∨))
11301,((p∧(q→r))(¬p))⊢((p∧(q→r))→(¬p)),(q∧(q→q))(¬q)((s→(s∨s))→(¬s))
11302,((r∧t)s)⊢((r∧t)→t),(p∧s)qt((p∧t)→q)
11303,((s∨(t→t))(q→(r∧r)))⊢(s∨(t→t)),(s∨(p→q))(r→(r→s))((s∨(p∧s))∧(p∨(r→s)))(r→(r∨p))
11304,(q(p∧s))⊢(q∧s),q(r∧p)r(∧∧r)
11305,(q(p∨r))⊢(q→(r∨q)),t(s∨r)(t∨p)(r→(q∨p))
11306,(q(r→(p∧q)))⊢(q∧(q∧(r→(p∧q)))),q(r→(r∧p))(r→(s→(r∧r)))(s∧(r∧(r∧(s∧p))))
11307,(t(s→t))⊢(t→(s→t)),q(t→r)(q→(r→s))
11308,((s→q)s)⊢q,(r→s)q((t→r)∧p)s
11309,(r(s∨s))⊢((s∨s)∨q),t(q∨r)((∨∨)((r∨()∨∨)
11310,((r∧q)s)⊢(r∨r),(r∧q)q((∨∨))
11311,(((r→p)→s)r)⊢(r→(r∨p)),((t→t)→p)s(s∨s)(t→(t∨p))
11312,((s∧q)(¬q))⊢((¬q)∨s),(s∧q)(¬p)(((¬))∨))(¬
11313,((¬q)((p→q)∧r))⊢(p∨((p→q)∧r)),(¬p)((s→t)∧s)((∨()((()∧∧)))
11314,(((s∧s)∧p)(¬q))⊢(s∨(¬q)),((s∧s)∧q)(¬q)((∨()∧))()(¬
11315,((p∨(r→s))(p→r))⊢(q∨(p→r)),(s∨(p→q))(p→s)((∨((→∨)))())
11316,(s(p∧(p∨p)))⊢(s→p),r(r∧(p∨s))t(q→r)
11317,(((r∨s)∨s)(s∧p))⊢(r∨((r∨s)∨s)),((q∨p)∨q)(p∧q)((∨(()∨))(p∨((∧)∨))
11318,(p((r→t)∨r))⊢(p∨q),p((q→t)∨s)(s∨()(→∨))
11319,((s→t)(r→t))⊢(q∨(r→t)),(q→s)(p→p)((∨→s→∨))(p∨(t→p))
11320,((r∧(s→t))(s→p))⊢((s→p)∨q),(r∧(p→q))(p→s)((s→()(t)))
11321,(s((s→t)→r))⊢(q∨(s∨r)),q((q→p)→s)(s∨p)(t∨(s∨s))
11322,((r∨(p∨r))p)⊢((r∨(p∨r))→p),(t∨(p∨s))s((s∨(p∨p))→s)
11323,(q(p→(¬r)))⊢((p→(¬r))∨p),r(s→(¬p))((∨→(¬())∨))(()
11324,((r∧q)(¬t))⊢((¬t)∨r),(s∧q)(¬p)(((¬))∨))¬
11325,(q((p∨t)∧q))⊢(t∨(s∨q)),q((q∨p)∧p)(p∨p)(t∨(p∨q))
11326,(t(t∧(t→r)))⊢(q∨(t∧(t→r))),p(r∧(p→p))(r∨()∧(∨(t)))())
11327,((¬p)(p∧p))⊢(¬p),(¬s)(s∧p)((¬p)∧(p∧p))(¬p)
11328,(((r∨r)∧p)p)⊢(((r∨r)∧p)∧(q∨((r∨r)∧p))),((q∨q)∧q)q(p∨((r∧()→q))(((s∧r)∧q)∧(q∨((q∧p)∧q)))
11329,((p∧s)((p∧t)∨t))⊢((p∧s)→((p∧t)∨t)),(q∧p)((p∧t)∨t)((s∧p)∨r)((p∧r)→((p∧p)∨s))
11330,((s∨t)q)⊢(p∨q),(s∨p)s((∨∨))))
11331,(p(q∨p))⊢(p∨(q∨p)),q(s∨r)(t∨()(t∨((∨∨))
11332,((s→r)s)⊢(s∨t),(s→s)p((∨→))∨))
11333,(r((s∧q)∧t))⊢s,q((s∧p)∧p)(p∧p)s
11334,(r(r∧r))⊢(q∨(r→(r∧r))),t(s∧p)(p→(t∧s))(q∨(s→(q∧q)))
11335,((p∧p)s)⊢((s∨(p∧p))∨r),(r∧s)q(t∨(t∧s))((r∨(r∧s))∨s)
11336,((r∧(s∨q))(q∨t))⊢(s∨(q∨t)),(r∧(p→q))(p∨s)((∨(((p)))
11337,((p∨r)(t∨p))⊢((p∨r)→(r∨(p∨r))),(q∨r)(p∨s)(t∨(s∨s))((t∨s)∧(t∨(p∨s)))
11338,(s(s→p))⊢(p∨(s→p)),t(s→r)(t∨(s→p))(∨(→))
